har_id,har_asset_number,har_asset_type,har_erf_number,har_model,har_serial_number,har_hostname,har_status,har_vendor,har_date_purchase,har_po_number,har_cost,har_book_value,har_predetermined_value,har_asset_value,har_date_added,har_specs,,,,,,
CAM-161440-7122014-2015,161440,CAMERAS,,FD8134,0002D128CDC2,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161440,7122014,2015
CAM-161441-7122014-2015,161441,CAMERAS,,FD8134,0002D128CDC3,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161441,7122014,2015
CAM-161442-7122014-2015,161442,CAMERAS,,FD8134,0002D128CDC4,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161442,7122014,2015
CAM-161443-7122014-2015,161443,CAMERAS,,FD8134,0002D128CDC5,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161443,7122014,2015
CAM-161444-7122014-2015,161444,CAMERAS,,FD8134,0002D128CE54,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161444,7122014,2015
CAM-161445-7122014-2015,161445,CAMERAS,,FD8134,0002D128CE58,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161445,7122014,2015
CAM-161446-7122014-2015,161446,CAMERAS,,FD8134,0002D128C359,,Active,ZENSHIN,7/12/14,4100149998,,,,,12/5/14,,,,CAM,161446,7122014,2015
CAM-161468-7122014-2015,161468,CAMERAS,,FD8134,0002D128C202,,Active,ZENSHIN,7/12/14,4100140003,,,,,12/5/14,,,,CAM,161468,7122014,2015
CAM-161469-7122014-2015,161469,CAMERAS,,FD8134,0002D128C203,,Active,ZENSHIN,7/12/14,4100140003,,,,,12/5/14,,,,CAM,161469,7122014,2015
CAM-ERF14011-7172014-2015,ERF 14-011,CAMERAS,,Panasonic PTZ Camera w/ 32GB WV-SC384,NEV20178,,Active,MERIDIAN,7/17/14,4100144343,,,,,12/5/14,,,,CAM,ERF14011,7172014,2015
CAM-ERF14011-7172014-2015,ERF 14-011,CAMERAS,,Panasonic PTZ Camera w/ 32GB WV-SC384,NEV20188,,Active,MERIDIAN,7/17/14,4100144343,,,,,12/5/14,,,,CAM,ERF14011,7172014,2015
CAM-ERF14011-7172014-2015,ERF 14-011,CAMERAS,,Panasonic Super Dynamic WV-SW396,MKV00718,,Active,MERIDIAN,7/17/14,4100144343,,,,,12/5/14,,,,CAM,ERF14011,7172014,2015
CAM-ERF14011-7172014-2015,ERF 14-011,CAMERAS,,Panasonic Super Dynamic WV-SW396,NEV00169,,Active,MERIDIAN,7/17/14,4100144343,,,,,12/5/14,,,,CAM,ERF14011,7172014,2015
CAM-161478-7262014-2015,161478,CAMERAS,,Vivotek FD8134,0002D12CB220,,Active,ZENSHIN,7/26/14,4100150646,,,,,12/5/14,,,,CAM,161478,7262014,2015
CAM-161479-7262014-2015,161479,CAMERAS,,Vivotek FD8134,0002D12CB221,,Active,ZENSHIN,7/26/14,4100150646,,,,,12/5/14,,,,CAM,161479,7262014,2015
CAM-ERF14059-8012014-2015,ERF 14- 059,CAMERAS,,Panasonic Network Camera (WV-SW396),NEV00430,,Active,PANTRONICS,8/1/14,4100146392,,,,,12/5/14,,,,CAM,ERF14059,8012014,2015
CAM-ERF14059-8012014-2015,ERF 14- 059,CAMERAS,,Panasonic Camera (WV-SC384),NEV20185,,Active,PANTRONICS,8/1/14,4100146392,,,,,12/5/14,,,,CAM,ERF14059,8012014,2015
CAM-ERF14059-8012014-2015,ERF 14- 059,CAMERAS,,Panasonic Camera (WV-SC384),NEV20186,,Active,PANTRONICS,8/1/14,4100146392,,,,,12/5/14,,,,CAM,ERF14059,8012014,2015
DES-PBID2014001-1062014-2018,PBI-D2014-001,DESKTOP,13-321,HP Compaq PRO 6300,SGH350QPZ2,SMPBMBD04,Active,MERIDIAN,1/6/14,4100138694,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014001,1062014,2018
DES-PBID2014002-1062014-2018,PBI-D2014-002,DESKTOP,13-281,HP Compaq PRO 6300,SGH350QPZQ,SMPBMCD04,Active,MERIDIAN,1/6/14,4100138694,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014002,1062014,2018
DES-PBID2014003-1062014-2018,PBI-D2014-003,DESKTOP,13-292,HP Compaq PRO 6300,SGH350QPZH,SMPBDCD55,Active,MERIDIAN,1/6/14,4100138694,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014003,1062014,2018
DES-PBID2014004-1062014-2018,PBI-D2014-004,DESKTOP,13-298,HP Compaq PRO 6300,SGH350QPZ4,SMPBACD16,Active,MERIDIAN,1/6/14,4100138694,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014004,1062014,2018
DES-PBID2014005-1062014-2018,PBI-D2014-005,DESKTOP,13-311,HP Compaq PRO 6300,SGH350QPZ9,SMPBABD35,Active,MERIDIAN,1/6/14,4100138694,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014005,1062014,2018
DES-PBID2014006-1062014-2018,PBI-D2014-006,DESKTOP,13-301,HP Compaq PRO 6300,SGH350QPZC,SMPBPLD22,Active,MERIDIAN,1/6/14,4100138694,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014006,1062014,2018
DES-PBID2014007-1062014-2018,PBI-D2014-007,DESKTOP,13-332,HP Compaq PRO 6300,SGH350QPZG,SMPBSCD70,Active,MERIDIAN,1/6/14,4100139898,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014007,1062014,2018
DES-PBID2014008-1062014-2018,PBI-D2014-008,DESKTOP,13-345,HP Compaq PRO 6300,SGH350QPZM,SMPBSCD75,Active,MERIDIAN,1/6/14,4100139898,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014008,1062014,2018
DES-PBID2014009-1062014-2018,PBI-D2014-009,DESKTOP,13-325,HP Compaq PRO 6300,SGH350QPZ7,SMPBABD36,Active,MERIDIAN,1/6/14,4100139898,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014009,1062014,2018
DES-PBID2014010-1062014-2018,PBI-D2014-010,DESKTOP,13-32,HP Compaq PRO 6300,SGH350QPZK,SMPBDCD56,Active,MERIDIAN,1/6/14,4100139898,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014010,1062014,2018
DES-PBID2014011-1062014-2018,PBI-D2014-011,DESKTOP,13-327,HP Compaq PRO 6300,SGH350QPZN,SMPBTED38,Active,MERIDIAN,1/6/14,4100139898,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014011,1062014,2018
DES-PBID2014012-1062014-2018,PBI-D2014-012,DESKTOP,13-333,HP Compaq PRO 6300,SGH350QPZ0,SMPBABD37,Active,MERIDIAN,1/6/14,4100139898,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014012,1062014,2018
DES-PBID2014013-1062014-2018,PBI-D2014-013,DESKTOP,13-335,HP Compaq PRO 6300,SGH350QPZ5,SMSBWHD01,Active,MERIDIAN,1/6/14,112913,"38,780.00",,,,12/5/14,,"Php 38, 780.00","Php38,780.00",DES,PBID2014013,1062014,2018
DES-PBID2014014-1062014-2018,PBI-D2014-014,DESKTOP,13-325,HP Compaq PRO 6300,SGH350QPZ3,SMSBHRD11,Active,MERIDIAN,1/6/14,112913,"38,780.00",,,,12/5/14,,"Php 38, 780.00","Php38,780.00",DES,PBID2014014,1062014,2018
DES-PBID2014015-2072014-2018,PBI-D2014-015,DESKTOP,13-282,HP Compaq PRO 6300,SGH350QPZL,QCPBLED15,Active,MERIDIAN,2/7/14,4100141808,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014015,2072014,2018
DES-PBID2014017-5062014-2018,PBI-D2014-017,DESKTOP,14-010,HP ProDesk 600 G1 SFF,6CR4138VRS,SMPBQAD82,Active,MERIDIAN,5/6/14,4100143474,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014017,5062014,2018
DES-PBID2014018-5062014-2018,PBI-D2014-018,DESKTOP,14-006,HP ProDesk 600 G1 SFF,6CR4138VRJ,SMPBMBD05,Active,MERIDIAN,5/6/14,4100143649,"34,625.00",,,,12/5/14,,"Php 34, 625.00","Php34,625.00",DES,PBID2014018,5062014,2018
